Id,Date,Rating,Comment,Normalized_Comment,POS,Sentiment_TextBlob,Sentiment_TextBlob_Label,Sentiment_BERT,Sentiment_BERT_Label
529," August 29, 2022",5,works great for me,work great,"[('work', 'NN'), ('great', 'JJ')]",5,positive,5,positive
530," June 3, 2022",5,Monitor is great( one on the left). Either for a main or turn an use vertically. I’ve played FPS and sports games both are operating at a high level. Best for the money!,monitor great one left either main turn use vertically ive played fps sport game operating high level best money,"[('monitor', 'NN'), ('great', 'JJ'), ('one', 'CD'), ('left', 'VBD'), ('either', 'CC'), ('main', 'JJ'), ('turn', 'NN'), ('use', 'NN'), ('vertically', 'RB'), ('ive', 'JJ'), ('played', 'VBN'), ('fps', 'NN'), ('sport', 'NN'), ('game', 'NN'), ('operating', 'VBG'), ('high', 'JJ'), ('level', 'NN'), ('best', 'JJS'), ('money', 'NN')]",3,neutral,5,positive
531," July 29, 2022",5,I purchased 2 of these to set up my home office and they are working fantastically!,purchased set home office working fantastically,"[('purchased', 'VBN'), ('set', 'VBN'), ('home', 'NN'), ('office', 'NN'), ('working', 'VBG'), ('fantastically', 'RB')]",3,neutral,5,positive
532," July 15, 2022",5,"Received it today, quick to set up and picture is great! I will change my rating if anything changes my opinion.",received today quick set picture great change rating anything change opinion,"[('received', 'VBN'), ('today', 'NN'), ('quick', 'JJ'), ('set', 'NN'), ('picture', 'NN'), ('great', 'JJ'), ('change', 'NN'), ('rating', 'NN'), ('anything', 'NN'), ('change', 'JJ'), ('opinion', 'NN')]",4,positive,5,positive
533," August 30, 2022",5,Price is right.,price right,"[('price', 'NN'), ('right', 'NN')]",4,positive,5,positive
534," August 1, 2020",4,"The first thing you notice when you start gaming is that this monitor has a large amount of Ghosting. If you don't know much about gaming or monitors, ghosting is when the pixels on the monitor cannot change color quick enough to keep up with what the PC/Console is doing.",first thing notice start gaming monitor large amount ghosting dont know much gaming monitor ghosting pixel monitor change color quick enough keep pcconsole,"[('first', 'JJ'), ('thing', 'NN'), ('notice', 'JJ'), ('start', 'NN'), ('gaming', 'VBG'), ('monitor', 'NN'), ('large', 'JJ'), ('amount', 'NN'), ('ghosting', 'VBG'), ('dont', 'NN'), ('know', 'VBP'), ('much', 'RB'), ('gaming', 'VBG'), ('monitor', 'NN'), ('ghosting', 'VBG'), ('pixel', 'JJ'), ('monitor', 'NN'), ('change', 'NN'), ('color', 'NN'), ('quick', 'JJ'), ('enough', 'RB'), ('keep', 'JJ'), ('pcconsole', 'NN')]",3,neutral,2,negative
535," December 2, 2022",2,"If you need a monitor, for like, monitor stuff, it's good. Just good. Gaming? Eh...",need monitor like monitor stuff good good gaming eh,"[('need', 'RB'), ('monitor', 'NN'), ('like', 'IN'), ('monitor', 'NN'), ('stuff', 'NN'), ('good', 'JJ'), ('good', 'JJ'), ('gaming', 'NN'), ('eh', 'NN')]",4,positive,4,positive
536," August 19, 2020",4,"Arrived fast, light, easy to connect.  Color is a bit bleached out compared to previous HP monitor and to laptop.  The internal speaker is W E A K.  Had to reroute the software to use the laptops speaker so that I could hear - putting out maybe 40% of the sound of the laptop.  But I didn't buy it jut for the speaker, I bought it for the size and price.  And so while not perfect n picture color - it works very well.  Seems that I could change some things but not others since connected by HDMI.  Have had just about a month now and mostly happy.",arrived fast light easy connect color bit bleached compared previous hp monitor laptop internal speaker w e k reroute software use laptop speaker could hear putting maybe sound laptop didnt buy jut speaker bought size price perfect n picture color work well seems could change thing others since connected hdmi month mostly happy,"[('arrived', 'VBN'), ('fast', 'RB'), ('light', 'JJ'), ('easy', 'JJ'), ('connect', 'JJ'), ('color', 'NN'), ('bit', 'NN'), ('bleached', 'VBD'), ('compared', 'VBN'), ('previous', 'JJ'), ('hp', 'NNS'), ('monitor', 'VBP'), ('laptop', 'JJ'), ('internal', 'JJ'), ('speaker', 'NN'), ('w', 'NN'), ('e', 'NN'), ('k', 'VBD'), ('reroute', 'JJ'), ('software', 'NN'), ('use', 'NN'), ('laptop', 'JJ'), ('speaker', 'NN'), ('could', 'MD'), ('hear', 'VB'), ('putting', 'VBG'), ('maybe', 'RB'), ('sound', 'JJ'), ('laptop', 'JJ'), ('didnt', 'NN'), ('buy', 'VB'), ('jut', 'JJ'), ('speaker', 'NN'), ('bought', 'VBD'), ('size', 'NN'), ('price', 'NN'), ('perfect', 'NN'), ('n', 'JJ'), ('picture', 'NN'), ('color', 'NN'), ('work', 'NN'), ('well', 'RB'), ('seems', 'VBZ'), ('could', 'MD'), ('change', 'VB'), ('thing', 'NN'), ('others', 'NNS'), ('since', 'IN'), ('connected', 'VBN'), ('hdmi', 'JJ'), ('month', 'NN'), ('mostly', 'RB'), ('happy', 'JJ')]",4,positive,4,positive
537," March 8, 2022",4,I use it as my second vertical monitor. No problem so far,use second vertical monitor problem far,"[('use', 'JJ'), ('second', 'JJ'), ('vertical', 'JJ'), ('monitor', 'NN'), ('problem', 'NN'), ('far', 'RB')]",3,neutral,5,positive
538," July 24, 2020",4,"Running this monitor for the last two weeks off my GTX 660, and it was a great purchase. For $100 you get a very flexible monitor that passes most of my baseline tests. No dead pixels on arrival, none of the spotting other people have had. Initially plugging it in, pixels were very white. Be sure to set up your graphics card for 75hz, and then I further adjusted contrast and brightness until colors felt correct and the whiteness went away. I run it with low brightness and higher than normal contrast, and adjust the back-light level to compensate. Considering this monitor is over half as cheap as other similar monitors on the market, its a great buy.",running monitor last two week gtx great purchase get flexible monitor pass baseline test dead pixel arrival none spotting people initially plugging pixel white sure set graphic card hz adjusted contrast brightness color felt correct whiteness went away run low brightness higher normal contrast adjust backlight level compensate considering monitor half cheap similar monitor market great buy,"[('running', 'VBG'), ('monitor', 'NN'), ('last', 'JJ'), ('two', 'CD'), ('week', 'NN'), ('gtx', 'NN'), ('great', 'JJ'), ('purchase', 'NN'), ('get', 'NN'), ('flexible', 'JJ'), ('monitor', 'NN'), ('pass', 'NN'), ('baseline', 'NN'), ('test', 'NN'), ('dead', 'JJ'), ('pixel', 'NN'), ('arrival', 'NN'), ('none', 'NN'), ('spotting', 'VBG'), ('people', 'NNS'), ('initially', 'RB'), ('plugging', 'VBG'), ('pixel', 'JJ'), ('white', 'JJ'), ('sure', 'JJ'), ('set', 'VBN'), ('graphic', 'JJ'), ('card', 'NN'), ('hz', 'NN'), ('adjusted', 'VBN'), ('contrast', 'NN'), ('brightness', 'NN'), ('color', 'NN'), ('felt', 'VBD'), ('correct', 'JJ'), ('whiteness', 'NN'), ('went', 'VBD'), ('away', 'RB'), ('run', 'VBN'), ('low', 'JJ'), ('brightness', 'NN'), ('higher', 'JJR'), ('normal', 'JJ'), ('contrast', 'NN'), ('adjust', 'JJ'), ('backlight', 'VBN'), ('level', 'NN'), ('compensate', 'NN'), ('considering', 'VBG'), ('monitor', 'JJ'), ('half', 'NN'), ('cheap', 'JJ'), ('similar', 'JJ'), ('monitor', 'NN'), ('market', 'NN'), ('great', 'JJ'), ('buy', 'NN')]",3,neutral,5,positive
539," February 14, 2022",4,Non standard mounting system.  Doesn't line up with other monitors when used on dual monitor stand,non standard mounting system doesnt line monitor used dual monitor stand,"[('non', 'RB'), ('standard', 'JJ'), ('mounting', 'VBG'), ('system', 'NN'), ('doesnt', 'JJ'), ('line', 'NN'), ('monitor', 'NN'), ('used', 'VBD'), ('dual', 'JJ'), ('monitor', 'NN'), ('stand', 'NN')]",3,neutral,1,negative
540," August 5, 2022",5,"Nice quality, easy to use, easy to set up.",nice quality easy use easy set,"[('nice', 'JJ'), ('quality', 'NN'), ('easy', 'JJ'), ('use', 'NN'), ('easy', 'JJ'), ('set', 'NN')]",4,positive,5,positive
541," August 4, 2022",5,It looks very appealing and the sound quality is very impressive,look appealing sound quality impressive,"[('look', 'NN'), ('appealing', 'VBG'), ('sound', 'JJ'), ('quality', 'NN'), ('impressive', 'NN')]",4,positive,5,positive
542," April 5, 2022",5,"This monitor is great for everyday home-office use and at a good price point. Easy to set-up and connect. I bought two of them to use as dual monitors in my home office and they're a perfect size, sleek, great quality and work really well. Highly recommend.",monitor great everyday homeoffice use good price point easy setup connect bought two use dual monitor home office theyre perfect size sleek great quality work really well highly recommend,"[('monitor', 'NN'), ('great', 'JJ'), ('everyday', 'JJ'), ('homeoffice', 'NN'), ('use', 'RB'), ('good', 'JJ'), ('price', 'NN'), ('point', 'NN'), ('easy', 'JJ'), ('setup', 'NN'), ('connect', 'NN'), ('bought', 'VBD'), ('two', 'CD'), ('use', 'NN'), ('dual', 'JJ'), ('monitor', 'NN'), ('home', 'NN'), ('office', 'NN'), ('theyre', 'NN'), ('perfect', 'VBP'), ('size', 'NN'), ('sleek', 'JJ'), ('great', 'JJ'), ('quality', 'NN'), ('work', 'NN'), ('really', 'RB'), ('well', 'RB'), ('highly', 'RB'), ('recommend', 'VB')]",4,positive,5,positive
543," August 25, 2022",3,"Nice monitor but arrived slightly faulty, with a dark line running across the screen. Got it as a gift and cannot return it",nice monitor arrived slightly faulty dark line running across screen got gift return,"[('nice', 'JJ'), ('monitor', 'NN'), ('arrived', 'VBD'), ('slightly', 'RB'), ('faulty', 'JJ'), ('dark', 'JJ'), ('line', 'NN'), ('running', 'VBG'), ('across', 'IN'), ('screen', 'NN'), ('got', 'VBD'), ('gift', 'JJ'), ('return', 'NN')]",3,neutral,3,neutral
544," April 15, 2022",5,"I highly recommend this monitor. I have a MacBook with fantastic resolution. The monitor resolution is good, not great, but that was to be expected looking at a  macbook vs a cheaper monitor. You will not regret this monitor and it’s very nicely priced.",highly recommend monitor macbook fantastic resolution monitor resolution good great expected looking macbook v cheaper monitor regret monitor nicely priced,"[('highly', 'RB'), ('recommend', 'JJ'), ('monitor', 'NN'), ('macbook', 'NN'), ('fantastic', 'JJ'), ('resolution', 'NN'), ('monitor', 'NN'), ('resolution', 'NN'), ('good', 'JJ'), ('great', 'JJ'), ('expected', 'VBN'), ('looking', 'VBG'), ('macbook', 'NN'), ('v', 'FW'), ('cheaper', 'JJR'), ('monitor', 'NN'), ('regret', 'JJ'), ('monitor', 'NN'), ('nicely', 'RB'), ('priced', 'VBN')]",4,positive,5,positive
545," August 3, 2022",5,It is a great screen and works well so far.,great screen work well far,"[('great', 'JJ'), ('screen', 'NN'), ('work', 'NN'), ('well', 'RB'), ('far', 'RB')]",4,positive,5,positive
547," April 12, 2021",4,"It's doing it's job of being a PC monitor. There's never a time when I've thought it was an especially good or impressive monitor. It has no bells or whistles, no features, and it's not enormous. There's never a time when I dont look at another monitor and wonder if that would be better, but my desk isn't large enough to support a lot else, and it needs to be out of the way of the tv. So, grimly functional, and probably will outlast the sun, like my old Dell 1404",job pc monitor there never time ive thought especially good impressive monitor bell whistle feature enormous there never time dont look another monitor wonder would better desk isnt large enough support lot else need way tv grimly functional probably outlast sun like old dell,"[('job', 'NN'), ('pc', 'NN'), ('monitor', 'NN'), ('there', 'RB'), ('never', 'RB'), ('time', 'NN'), ('ive', 'JJ'), ('thought', 'VBN'), ('especially', 'RB'), ('good', 'JJ'), ('impressive', 'JJ'), ('monitor', 'NN'), ('bell', 'NN'), ('whistle', 'JJ'), ('feature', 'NN'), ('enormous', 'JJ'), ('there', 'RB'), ('never', 'RB'), ('time', 'NN'), ('dont', 'JJ'), ('look', 'NN'), ('another', 'DT'), ('monitor', 'NN'), ('wonder', 'NN'), ('would', 'MD'), ('better', 'VB'), ('desk', 'NN'), ('isnt', 'JJ'), ('large', 'JJ'), ('enough', 'JJ'), ('support', 'NN'), ('lot', 'NN'), ('else', 'RB'), ('need', 'DT'), ('way', 'NN'), ('tv', 'NN'), ('grimly', 'VBP'), ('functional', 'JJ'), ('probably', 'RB'), ('outlast', 'VBP'), ('sun', 'NNS'), ('like', 'IN'), ('old', 'JJ'), ('dell', 'NN')]",4,positive,5,positive
548," April 4, 2021",4,"I ordered this screen 24in. Box came, opened / torn at the top and retaped like someone had it before me. All parts in box. Speakers are very low as everyone else said in the review. Picture quality is nice. Comes with hdmi cord which i was very happy about. you can also mount your screen on the wall if you wish. They give you mounting screws as well. If you want this screen for gaming you will need to buy separate speakers , again very low quality.",ordered screen box came opened torn top retaped like someone part box speaker low everyone else said review picture quality nice come hdmi cord happy also mount screen wall wish give mounting screw well want screen gaming need buy separate speaker low quality,"[('ordered', 'VBN'), ('screen', 'JJ'), ('box', 'NN'), ('came', 'VBD'), ('opened', 'VBN'), ('torn', 'JJ'), ('top', 'JJ'), ('retaped', 'NN'), ('like', 'IN'), ('someone', 'NN'), ('part', 'NN'), ('box', 'NN'), ('speaker', 'NN'), ('low', 'JJ'), ('everyone', 'NN'), ('else', 'RB'), ('said', 'VBD'), ('review', 'NN'), ('picture', 'NN'), ('quality', 'NN'), ('nice', 'JJ'), ('come', 'VBP'), ('hdmi', 'NN'), ('cord', 'NN'), ('happy', 'JJ'), ('also', 'RB'), ('mount', 'VBP'), ('screen', 'JJ'), ('wall', 'JJ'), ('wish', 'JJ'), ('give', 'NN'), ('mounting', 'NN'), ('screw', 'NN'), ('well', 'RB'), ('want', 'VBP'), ('screen', 'NN'), ('gaming', 'VBG'), ('need', 'MD'), ('buy', 'VB'), ('separate', 'JJ'), ('speaker', 'NN'), ('low', 'JJ'), ('quality', 'NN')]",4,positive,2,negative
549," August 16, 2022",5,Great value at this price,great value price,"[('great', 'JJ'), ('value', 'NN'), ('price', 'NN')]",5,positive,5,positive
550," March 6, 2020",4,"This is a pretty good monitor for the price. I am a gamer and use a triple monitor setup. I have two of these that I use as non-gaming monitors (with primary gaming monitor in the middle) and they work great. The picture is nice and crisp, and overall the thin bezel gives them a nice clean look. I don’t think you can do much better at this price point.",pretty good monitor price gamer use triple monitor setup two use nongaming monitor primary gaming monitor middle work great picture nice crisp overall thin bezel give nice clean look dont think much better price point,"[('pretty', 'RB'), ('good', 'JJ'), ('monitor', 'NN'), ('price', 'NN'), ('gamer', 'NN'), ('use', 'NN'), ('triple', 'JJ'), ('monitor', 'NN'), ('setup', 'NN'), ('two', 'CD'), ('use', 'NN'), ('nongaming', 'VBG'), ('monitor', 'NN'), ('primary', 'JJ'), ('gaming', 'NN'), ('monitor', 'NN'), ('middle', 'JJ'), ('work', 'NN'), ('great', 'JJ'), ('picture', 'NN'), ('nice', 'JJ'), ('crisp', 'NN'), ('overall', 'JJ'), ('thin', 'JJ'), ('bezel', 'NN'), ('give', 'JJ'), ('nice', 'JJ'), ('clean', 'JJ'), ('look', 'NN'), ('dont', 'JJ'), ('think', 'VBP'), ('much', 'RB'), ('better', 'JJR'), ('price', 'NN'), ('point', 'NN')]",4,positive,4,positive
551," December 13, 2022",2,"Seemed like a good deal. The power cable is so cheap and thin and it doesn't connect correctly. The monitor keeps flickering on and off.  If I could return this item I would. The old saying, ""you get what you pay for"" applies in this case.",seemed like good deal power cable cheap thin doesnt connect correctly monitor keep flickering could return item would old saying get pay applies case,"[('seemed', 'VBN'), ('like', 'IN'), ('good', 'JJ'), ('deal', 'NN'), ('power', 'NN'), ('cable', 'NN'), ('cheap', 'JJ'), ('thin', 'JJ'), ('doesnt', 'NN'), ('connect', 'NN'), ('correctly', 'RB'), ('monitor', 'JJ'), ('keep', 'VBP'), ('flickering', 'NN'), ('could', 'MD'), ('return', 'VB'), ('item', 'NN'), ('would', 'MD'), ('old', 'JJ'), ('saying', 'VBG'), ('get', 'VB'), ('pay', 'NN'), ('applies', 'NNS'), ('case', 'NN')]",3,neutral,1,negative
552," November 6, 2021",5,"I wanted to update my original comments below. Apparently, the solution to this problem was to send the Audio to my Laptop speakers which was the original settings.  You have to go to Audio settings and toggle from the Spectre speakers to the Realtek speakers which are my Laptop speakers.",wanted update original comment apparently solution problem send audio laptop speaker original setting go audio setting toggle spectre speaker realtek speaker laptop speaker,"[('wanted', 'VBN'), ('update', 'JJ'), ('original', 'JJ'), ('comment', 'NN'), ('apparently', 'RB'), ('solution', 'NN'), ('problem', 'NN'), ('send', 'NN'), ('audio', 'NN'), ('laptop', 'JJ'), ('speaker', 'NN'), ('original', 'JJ'), ('setting', 'NN'), ('go', 'VBP'), ('audio', 'JJ'), ('setting', 'NN'), ('toggle', 'NN'), ('spectre', 'NN'), ('speaker', 'NN'), ('realtek', 'NN'), ('speaker', 'NN'), ('laptop', 'JJ'), ('speaker', 'NN')]",4,positive,1,negative
554," August 12, 2022",5,"Great visual, clear and big screen",great visual clear big screen,"[('great', 'JJ'), ('visual', 'JJ'), ('clear', 'JJ'), ('big', 'JJ'), ('screen', 'NN')]",3,neutral,5,positive
555," September 3, 2019",5,"When you take into consideration the extremely low cost of this monitor you start to realize how much of a bargain it truly is. The 24-inch size is perfect, its thin, 75Hz refresh rate is a nice addition, dual HDMI inputs, built-in speakers. Picture quality and brightness is more than acceptable, all around I'm extremely impressed with this monitor.",take consideration extremely low cost monitor start realize much bargain truly inch size perfect thin hz refresh rate nice addition dual hdmi input builtin speaker picture quality brightness acceptable around im extremely impressed monitor,"[('take', 'VB'), ('consideration', 'NN'), ('extremely', 'RB'), ('low', 'JJ'), ('cost', 'NN'), ('monitor', 'NN'), ('start', 'VBP'), ('realize', 'VB'), ('much', 'JJ'), ('bargain', 'NN'), ('truly', 'RB'), ('inch', 'JJ'), ('size', 'NN'), ('perfect', 'NN'), ('thin', 'JJ'), ('hz', 'NN'), ('refresh', 'NN'), ('rate', 'NN'), ('nice', 'JJ'), ('addition', 'NN'), ('dual', 'JJ'), ('hdmi', 'NN'), ('input', 'NN'), ('builtin', 'NN'), ('speaker', 'NN'), ('picture', 'NN'), ('quality', 'NN'), ('brightness', 'NN'), ('acceptable', 'JJ'), ('around', 'IN'), ('im', 'JJ'), ('extremely', 'RB'), ('impressed', 'JJ'), ('monitor', 'NN')]",4,positive,5,positive
556," February 28, 2020",4,"I'd give it 5 stars based on price and what you get, but a couple glaring issues.  One is that power brick is the type with the big power pack you must plug into a wall that covers up all the other plug outlets.",id give star based price get couple glaring issue one power brick type big power pack must plug wall cover plug outlet,"[('id', 'RB'), ('give', 'VB'), ('star', 'NN'), ('based', 'VBN'), ('price', 'NN'), ('get', 'NN'), ('couple', 'JJ'), ('glaring', 'VBG'), ('issue', 'NN'), ('one', 'CD'), ('power', 'NN'), ('brick', 'NN'), ('type', 'NN'), ('big', 'JJ'), ('power', 'NN'), ('pack', 'NN'), ('must', 'MD'), ('plug', 'VB'), ('wall', 'NN'), ('cover', 'NN'), ('plug', 'NN'), ('outlet', 'NN')]",3,neutral,3,neutral
557," August 15, 2022",5,Pergect what I needed,pergect needed,"[('pergect', 'NN'), ('needed', 'VBD')]",3,neutral,5,positive
558," July 30, 2022",5,Decent price. Worked as described. Happy with the purchase,decent price worked described happy purchase,"[('decent', 'JJ'), ('price', 'NN'), ('worked', 'VBD'), ('described', 'JJ'), ('happy', 'JJ'), ('purchase', 'NN')]",4,positive,5,positive
559," October 12, 2021",3,"I bought 2 of these monitors and one of them wouldn't turn on. I discovered that if I swapped the AC adapters, that monitor would turn on, and the other wouldn't. I did some rummaging and scavenged 12V 2.0A adapter with the same size plug that works with them, so I thought I was good to go. But then the other AC adapter died too. So now I can only use one of the monitors at a time, with the AC adapter I scavenged out of my closet.",bought monitor one wouldnt turn discovered swapped ac adapter monitor would turn wouldnt rummaging scavenged v adapter size plug work thought good go ac adapter died use one monitor time ac adapter scavenged closet,"[('bought', 'VBD'), ('monitor', 'NN'), ('one', 'CD'), ('wouldnt', 'NN'), ('turn', 'NN'), ('discovered', 'VBD'), ('swapped', 'VBD'), ('ac', 'JJ'), ('adapter', 'NN'), ('monitor', 'NN'), ('would', 'MD'), ('turn', 'VB'), ('wouldnt', 'JJ'), ('rummaging', 'VBG'), ('scavenged', 'VBN'), ('v', 'NNS'), ('adapter', 'RBR'), ('size', 'NN'), ('plug', 'NN'), ('work', 'NN'), ('thought', 'VBD'), ('good', 'JJ'), ('go', 'VB'), ('ac', 'JJ'), ('adapter', 'RB'), ('died', 'VBN'), ('use', 'NN'), ('one', 'CD'), ('monitor', 'NN'), ('time', 'NN'), ('ac', 'JJ'), ('adapter', 'RB'), ('scavenged', 'VBD'), ('closet', 'NN')]",4,positive,1,negative
560," July 29, 2022",5,As you can see from the provided picture it works,see provided picture work,"[('see', 'NN'), ('provided', 'JJ'), ('picture', 'NN'), ('work', 'NN')]",3,neutral,5,positive
561," August 13, 2022",5,Product and cost exceeded expectations,product cost exceeded expectation,"[('product', 'NN'), ('cost', 'NN'), ('exceeded', 'VBD'), ('expectation', 'NN')]",3,neutral,5,positive
562," May 31, 2022",5,"The monitor makes it very easy to see my work from a short distance. Couldn't ask for anything more. I'm not a gamer, so I can't speak to that aspect.",monitor make easy see work short distance couldnt ask anything im gamer cant speak aspect,"[('monitor', 'NN'), ('make', 'VBP'), ('easy', 'JJ'), ('see', 'NN'), ('work', 'NN'), ('short', 'JJ'), ('distance', 'NN'), ('couldnt', 'NN'), ('ask', 'NN'), ('anything', 'NN'), ('im', 'JJ'), ('gamer', 'NN'), ('cant', 'NN'), ('speak', 'NN'), ('aspect', 'NN')]",3,neutral,5,positive
563," June 22, 2020",4,"I can't be too hard on this little guy for the money!  It is super thin and light weight.  The picture is decent, the brightness isn't bad but definitely not the brightest.  In order to get the ""feel goods"" for this monitor you need to be directly in front of it.  You can almost see the pixels.  I bought it as a secondary monitor for work so I don't need it for games etc but I cannot say that it would be great for games.  I play CoD etc here and there but I think if it used this monitor for that I would probably hate it.",cant hard little guy money super thin light weight picture decent brightness isnt bad definitely brightest order get feel good monitor need directly front almost see pixel bought secondary monitor work dont need game etc say would great game play cod etc think used monitor would probably hate,"[('cant', 'JJ'), ('hard', 'JJ'), ('little', 'JJ'), ('guy', 'NN'), ('money', 'NN'), ('super', 'NN'), ('thin', 'JJ'), ('light', 'JJ'), ('weight', 'JJ'), ('picture', 'NN'), ('decent', 'JJ'), ('brightness', 'NN'), ('isnt', 'NN'), ('bad', 'JJ'), ('definitely', 'RB'), ('brightest', 'JJS'), ('order', 'NN'), ('get', 'NN'), ('feel', 'VB'), ('good', 'JJ'), ('monitor', 'NN'), ('need', 'VBP'), ('directly', 'RB'), ('front', 'JJ'), ('almost', 'RB'), ('see', 'VBP'), ('pixel', 'JJ'), ('bought', 'VBD'), ('secondary', 'JJ'), ('monitor', 'NN'), ('work', 'NN'), ('dont', 'RB'), ('need', 'JJ'), ('game', 'NN'), ('etc', 'NNS'), ('say', 'VBP'), ('would', 'MD'), ('great', 'JJ'), ('game', 'NN'), ('play', 'NN'), ('cod', 'VBP'), ('etc', 'FW'), ('think', 'VBP'), ('used', 'VBN'), ('monitor', 'NN'), ('would', 'MD'), ('probably', 'RB'), ('hate', 'VB')]",3,neutral,3,neutral
564," April 11, 2022",5,It came with everything you need to use the monitor. The monitor has a very clear picture and works well for a work computer monitor. The built in speakers aren’t that great but for the price it is a great monitor.,came everything need use monitor monitor clear picture work well work computer monitor built speaker arent great price great monitor,"[('came', 'VBD'), ('everything', 'NN'), ('need', 'NN'), ('use', 'NN'), ('monitor', 'NN'), ('monitor', 'NN'), ('clear', 'JJ'), ('picture', 'NN'), ('work', 'NN'), ('well', 'RB'), ('work', 'VB'), ('computer', 'NN'), ('monitor', 'NN'), ('built', 'VBN'), ('speaker', 'NN'), ('arent', 'NN'), ('great', 'JJ'), ('price', 'NN'), ('great', 'JJ'), ('monitor', 'NN')]",4,positive,5,positive
565," April 9, 2019",4,"I bought five of these for the office.  First time for this brand name so I of course read all the reviews and saw that most of them were for game players.  Since the reviews were favorable and the monitor was so inexpensive then there was absolutely no reason it could not be counted on for standard graphic use in every day business use.  Very nice 24"" large monitor, very bright, and very configurable.  Very light.  Comes with a vga cable and the screw driver to screw in the base (its the little things ).  Not going to rehash the specs here. One monitor was having flickering issue but these monitors self configure according to frequency so, went into the menu reset the monitor, and replugged it back in, issue solved.  No complaints from employees, very good monitor at the price.  The only thing left to wait for is its longevity.",bought five office first time brand name course read review saw game player since review favorable monitor inexpensive absolutely reason could counted standard graphic use every day business use nice large monitor bright configurable light come vga cable screw driver screw base little thing going rehash spec one monitor flickering issue monitor self configure according frequency went menu reset monitor replugged back issue solved complaint employee good monitor price thing left wait longevity,"[('bought', 'VBD'), ('five', 'CD'), ('office', 'NN'), ('first', 'RB'), ('time', 'NN'), ('brand', 'NN'), ('name', 'NN'), ('course', 'NN'), ('read', 'VBP'), ('review', 'NN'), ('saw', 'VBD'), ('game', 'NN'), ('player', 'NN'), ('since', 'IN'), ('review', 'NN'), ('favorable', 'JJ'), ('monitor', 'NN'), ('inexpensive', 'JJ'), ('absolutely', 'RB'), ('reason', 'NN'), ('could', 'MD'), ('counted', 'VB'), ('standard', 'JJ'), ('graphic', 'JJ'), ('use', 'NN'), ('every', 'DT'), ('day', 'NN'), ('business', 'NN'), ('use', 'NN'), ('nice', 'JJ'), ('large', 'JJ'), ('monitor', 'NN'), ('bright', 'VBD'), ('configurable', 'JJ'), ('light', 'JJ'), ('come', 'VBN'), ('vga', 'NN'), ('cable', 'NN'), ('screw', 'VBD'), ('driver', 'RB'), ('screw', 'JJ'), ('base', 'NN'), ('little', 'JJ'), ('thing', 'NN'), ('going', 'VBG'), ('rehash', 'JJ'), ('spec', 'NN'), ('one', 'CD'), ('monitor', 'NN'), ('flickering', 'VBG'), ('issue', 'NN'), ('monitor', 'NN'), ('self', 'JJ'), ('configure', 'NN'), ('according', 'VBG'), ('frequency', 'NN'), ('went', 'VBD'), ('menu', 'JJ'), ('reset', 'NN'), ('monitor', 'NN'), ('replugged', 'VBD'), ('back', 'RB'), ('issue', 'NN'), ('solved', 'VBD'), ('complaint', 'JJ'), ('employee', 'NN'), ('good', 'JJ'), ('monitor', 'NN'), ('price', 'NN'), ('thing', 'NN'), ('left', 'VBD'), ('wait', 'JJ'), ('longevity', 'NN')]",3,neutral,5,positive
566," February 18, 2022",4,Works great. Only qaulm is the feed occasionally flickers every so often,work great qaulm feed occasionally flicker every often,"[('work', 'NN'), ('great', 'JJ'), ('qaulm', 'JJ'), ('feed', 'NN'), ('occasionally', 'RB'), ('flicker', 'JJ'), ('every', 'DT'), ('often', 'RB')]",4,positive,5,positive
